Text ,Slang,Abbreviations,Text meaning
Yên bình của chị đắt quóa,,,Yên bình của chị đắt quá
cái này có thiệt mà Mình có hai thằng bạn i chang như bạn nói đó không viễn vông đâu bạn ráng phấn đấu nha,,,cái này có thiệt mà Mình có hai thằng bạn i chang như bạn nói đó không viễn vông đâu bạn ráng phấn đấu nha
Bạn bạn làm ngành gì vậy ạ,,,Bạn bạn làm ngành gì vậy ạ
Lương 50tr khó mà đc bình yên 2 ngày cuối tuần lắm có khi còn phải ot á,,"ot, 50tr",Lương 50 triệu khó mà đc bình yên 2 ngày cuối tuần lắm có khi còn phải làm việc quá thời gian á
Yên bình có quá đắt không,,,Yên bình có quá đắt không
K biết nữa nhưng lương 50m thì chắc tăng ca full ngày đó,,"K, 50m",Không biết nữa nhưng lương 50 triệu thì chắc tăng ca full ngày đó
Nghe mệt quá Muốn làm siêu nhân,,,Nghe mệt quá Muốn làm siêu nhân
Vậy là bạn có hứng với thần tài rồi Giống kui,,,Vậy là bạn có hứng với thần tài rồi Giống kui
Người đàn ông mà ai cũng hứng thú,,,Người đàn ông mà ai cũng hứng thú
Nếu điều đó quá khó hãy cho em 1 mức lương ngon tới nỗi em sẵn sàng OT trong hạnh phúc ạ,,OT,Nếu điều đó quá khó hãy cho em 1 mức lương ngon tới nỗi em sẵn sàng làm việc quá thời gian trong hạnh phúc ạ
Tôi sẵn sàng OT với lương thật cao,,OT,Tôi sẵn sàng làm việc quá thời gian với lương thật cao
Cầu nguyện là đúng á bạn ko nhà sử dụng lao động nào trả lương đến 50m tháng mà để người lao động được thảnh thơi vậy đâu họ rút tới cái giọt năng lượng cuối cùng của bạn luôn,,"ko, 50m",Cầu nguyện là đúng á bạn không nhà sử dụng lao động nào trả lương đến 50 triệu tháng mà để người lao động được thảnh thơi vậy đâu họ rút tới cái giọt năng lượng cuối cùng của bạn luôn
có ai sắp sinh nhật 0 ạ ước cho em nnay với hiệu nghiệm em nguyện chia cho ng đó nửa tháng lương đầu,,"0, nnay, ng",có ai sắp sinh nhật không ạ ước cho em nnay với hiệu nghiệm em nguyện chia cho người đó nửa tháng lương đầu
Bà chắc chưa Tui kh cần sn tui cũng mnf cho bà liền nè,,"sn, mnf, kh",Bà chắc chưa Tui không cần sinh nhật tui cũng ước cho bà liền nè
liềng luôn sốp ơi,sốp,,liền luôn bạn ơi
từ kinh nghiệm của tui thấy khi đạt đc điều này bác sẽ còn muốn nhiều thứ khác nữa áp lực hơn nữa chứ chưa dừng lại đâu,,dc,từ kinh nghiệm của tui thấy khi đạt được điều này bác sẽ còn muốn nhiều thứ khác nữa áp lực hơn nữa chứ chưa dừng lại đâu
Cầu nguyện cho bảnh nữa đi,bảnh,,Cầu nguyện cho mình nữa đi
Đâu ai đánh thuế giấc mơ đâu,,,Đâu ai đánh thuế giấc mơ đâu
2 vấn đề của tôi,,,2 vấn đề của tôi
không chịu ngủ,,,không chịu ngủ
ngủ rồi không chịu dậy,,,ngủ rồi không chịu dậy
Nếu có kiếp sau con vẫn muốn làm con của mẹ,,,Nếu có kiếp sau con vẫn muốn làm con của mẹ
Hai người bố,,,Hai người bố
Mình biết mình mới được 3 nghìn người trên Thread like Mình tự hào,,,Mình biết mình mới được 3 nghìn người trên Thread like Mình tự hào
Ê nha atvncg,,atvncg,Ê nha anh rai vượt ngàn chông gai
Nè he Chưa nhắc gì ai đừng vào giãy nảy lên T thấy đứa nào nhà bên vô toxic là t tiễn vong hết đó,tiễn vong,t,Nè he Chưa nhắc gì ai đừng vào giãy nảy lên tao thấy đứa nào nhà bên vô toxic là tao cho ra đảo hết đó
Phát ngôn k suy nghĩ coi thường khán giả,,k,Phát ngôn không suy nghĩ coi thường khán giả
Sao anh này nói câu không có bánh cuốn hơi thiếu tỉnh bơ z nè ảnh diễn hay ảnh không biết vụ kia vậy ạ,,z,Sao anh này nói câu không có bánh cuốn hơi thiếu tỉnh bơ vậy nè ảnh diễn hay ảnh không biết vụ kia vậy ạ
Cái video này phải viral lên cơ mà tôi thắc mắc ko biết ảnh vô tình hay troll ta tại bình thường ảnh đứng ngoài mấy zụ này mà,,"ko, zụ",Cái video này phải xu hướng lên cơ mà tôi thắc mắc không biết ảnh vô tình hay chơi khăm ta tại bình thường ảnh đứng ngoài mấy vụ này mà
Mọi người ơi em có 1 câu hỏi thật sự là em không biết thật nên ai biết có thể giải thích cho em vụ bánh cuốn là sao ạ,,,Mọi người ơi em có 1 câu hỏi thật sự là em không biết thật nên ai biết có thể giải thích cho em vụ bánh cuốn là sao ạ
1 phòng XVip là 115 tháng lương của ảnh rồi ý đúng cắn răng cắn cỏ,,,1 phòng XVip là 115 tháng lương của ảnh rồi ý đúng cắn răng cắn cỏ
ê thề khlq nma có nhất thiết bạn phải đăng lên như này r gây war k ạ A Độ ghét nhất mấy kiểu này bạn làm như này chỉ khiến lần sau anh Độ có chuyện gì sẽ k kể cho kênh chat nữa thoi biết là nó cũng chả có gì nma bạn đăng lên như này đúng là gây war cộng đồng vch và nó XẤU vcl bạn ạ đừng nghĩ vậy là hay nhé,"vcl, vch, gây war","k, nma, khlq, r",ê thề không liên quan nhưng mà có nhất thiết bạn phải đăng lên như này rồi gây chiến không ạ A Độ ghét nhất mấy kiểu này bạn làm như này chỉ khiến lần sau anh Độ có chuyện gì sẽ không kể cho kênh chat nữa thoi biết là nó cũng chả có gì nhưng mà bạn đăng lên như này đúng là gây chiến cộng đồng quá  và nó XẤU khiếp bạn ạ đừng nghĩ vậy là hay nhé
Ê ảnh thích ăn bánh cuốn Cao Bằng mẹ Lý thôi nên ko có ảnh buồn á,,ko,Ê anh thích ăn bánh cuốn Cao Bằng mẹ Lý thôi nên không có anh buồn á
Cơ mà bọn nhái cũng hài Thay vì chúng nó thất vọng chính cái tệ của bên chúng nó thì nó lại thất vọng ông Độ vì đã nói đúng Đúng Nhái,,,Cơ mà bọn nhái cũng hài Thay vì chúng nó thất vọng chính cái tệ của bên chúng nó thì nó lại thất vọng ông Độ vì đã nói đúng Đúng Nhái
Đừng có lôi ông Độ vào Ổng luôn nói rằng bản thân khó chịu vì thường xuyên bị nhắc tên trong những câu chuyện không liên quan Ổng nhắc bánh cuốn vì mẹ Lý thường có thói quen làm bánh cuốn cho ổng ăn món đó gắn liền với ổng từ lâu rồi Lôi cho lắm vào đến lúc bị chỉ mặt thẳng tên trên group thì lo mà nghe chửi,,,Đừng có lôi ông Độ vào Ổng luôn nói rằng bản thân khó chịu vì thường xuyên bị nhắc tên trong những câu chuyện không liên quan Ổng nhắc bánh cuốn vì mẹ Lý thường có thói quen làm bánh cuốn cho ổng ăn món đó gắn liền với ổng từ lâu rồi Lôi cho lắm vào đến lúc bị chỉ mặt thẳng tên trên group thì lo mà nghe chửi
Manifest anh Độ tham gia mùa 2,,,manifest anh Độ tham gia mùa 2
Khoan sao anh này bảo lương 7 chiệu Tiền đâu mua xvip 80 chiệu,chiệu,,Khoan sao anh này bảo lương 7 chiệu Tiền đâu mua xvip 80 triệu
Ko có cả pickle ball cơ,,ko,Không có cả pickle ball cơ
Ê nha,,,Ê nha
Tụi em nhắc anh,,,Tụi em nhắc anh
Thồi nha,thồi,,Thôi nha
Vụ bánh cuốn là vụ gì vậy mng,,mng,Vụ bánh cuốn là vụ gì vậy mọi người
Phòng 20tr nhà bên,,20tr,Phòng 20 triệu nhà bên
Ê,,,Ê
Ê đặc sản HN đó,,HN,Ê đặc sản Hà Nội đó
Phải là bánh cuốn,,,Phải là bánh cuốn
Người Cao Bằng nhất định phải bánh cuốn,,,Người Cao Bằng nhất định phải bánh cuốn
ê bọn m đừng mang anh t lên đây nhiều được k ý là cứ sao sao á đừng có nhét chữ vào mồm anh tao nữa đừng có vẽ nữa bây ơi có đứa k biết lại vào mắng anh tao,,"m, t, k, ",ê bọn mày đừng mang anh tao lên đây nhiều được không ý là cứ sao sao á đừng có nhét chữ vào mồm anh tao nữa đừng có vẽ nữa bây ơi có đứa không biết lại vào mắng anh tao
Lọc được quả suộc buồn cười quá,quả suộc,,Lọc được quả nguồn buồn cười quá
Có bạn gai con này phát quà cho bất cứ ai đọc đúng slogan của kim chủ TCB cute v,"gai con, kim chủ",TCB,Có bạn hâm mộ chông gai này phát quà cho bất cứ ai đọc đúng slogan của người có năng lực tài chính Techcombank đáng yêu vậy
Concert ATVNCG 2024,,ATVNCG,Concert Anh trai vượt ngàn chông gai 2024
lần nào đi concert t cũng làm rơi khăn đhs day 1 rơi khăn phong lan của a Sơn day 2 rơi khăn Cá Lớn CKP với Sao Sáng TC mọe lỡ mà đi day 3 là phải chuẩn bị 3 cái khăn để rơi à,mọe," CKP, TC, t, a",lần nào đi concert tao cũng làm rơi khăn đéo hiểu sao day 1 rơi khăn phong lan của anh Sơn day 2 rơi khăn Cá Lớn Chiếc Khăn Piêu với Sao Sáng TC nếu lỡ mà đi day 3 là phải chuẩn bị 3 cái khăn để rơi à
"vãi mng chưa ăn bánh cốm àk, ăn đi mng ơi để bữa nữa hết hạn bi zờ","bi zờ, vãi",mng,"vãi mọi người chưa ăn bánh cốm à, ăn đi mọi người ơi để bữa nữa hết hạn bây giờ"
có gì khó đâu chứ,,,có gì khó đâu chứ
hình gốc đây đúng 0 chú guộc,guộc,0,hình gốc đây đúng không chú ruột
Hoàng hôn nắng vàng nhưng không vắng chàng,,,Hoàng hôn nắng vàng nhưng không vắng chàng
Kết quả câu này ra 0 đúng k,,k,Kết quả câu này ra 0 đúng không
Ủa ê rồi icon là cái gì nữa là sao nữa người ta đồn chăn rau có sai đâu,chăn rau,,Ủa ê rồi biểu tượng là cái gì nữa là sao nữa người ta đồn săn trai có sai đâu
chắc hai ảnh sắp nhuộm tóc cho tết á chứ hong phải chăn rau đâu,chăn rau,,chắc hai ảnh sắp nhuộm tóc cho tết á chứ hong phải săn trai đâu
Bác nông dân đang chăn rau cho mùa vụ sắp tới,,,Bác nông dân đang chăn rau cho mùa vụ sắp tới
Chú để cháu mảng này cháu lo được,,,Chú để cháu mảng này cháu lo được
Sao chú lại chọn icon mặt nâu cho a Dương,,a,Sao chú lại chọn icon mặt nâu cho anh Dương
Em bé có làn da nâu nâu khoẻ nâu đẹp,,,Em bé có làn da nâu nâu khoẻ nâu đẹp
Dỗiiiii,,,Dỗiiiii
Hai đứa yêu nhau chụm 2 mái đầu,,,Hai đứa yêu nhau chụm 2 mái đầu
2 sếp ơi mini live đi ạ nhớ quá ạ,,,2 sếp ơi mini live đi ạ nhớ quá ạ
cute đin lun á bồ oiiii,bồ,đin lun,dễ thương điên luôn á bạn ơi
"Bồ t xinh lắm, xinh hơn hẳn con bồ cũ",,t,"Bồ tao xinh lắm, xinh hơn hẳn con bồ cũ"
Chú t có một trang trại nuôi chim bồ câu,,t,Chú tao có một trang trại nuôi chim bồ câu
Đến cái bóng cũng size gap tôi yêu,size gap,,Đến cái bóng cũng khoảng cách về độ lớn tôi yêu
Hình đẹp quá rất bóng bẩy,,,Hình đẹp quá rất bóng bẩy
cooi cmt mà ê ê ê ê,,cmt,coi bình luận mà ê ê ê ê
Ảnh thì tình còn cap thì chạm,,,Ảnh thì tình còn tiêu đề thì chạm
iêuu nhỷ,iêuu nhỷ,,yêu nhỉ
Đả hen đả hen,đả hen,,Đã quá đã quá
"Hồng hài nhi này ngon, cọng tươi","hồng hài nhi, cọng tươi",,"Thằng bé này nhìn ngon, nhìn cuốn hút"
Đến cái bóng cũng đẹp trai ý,,,Đến cái bóng cũng đẹp trai ý
Icon này ý là em luôn trẻ đẹp trong mắt anh ạ,,,icon này ý là em luôn trẻ đẹp trong mắt anh ạ
Bất ngờ wá,,wá,Bất ngờ quá
bảo sao lần nào gặp anh ta cũm thấy thơm phứk,,,bảo sao lần nào gặp anh ta cũm thấy thơm phức
"Trong anh là một ngàn là một ngàn nhân cách nãy vừa hú hét anh đẹp trai sang xịn kia thì lên tt thấy ông chú vụng cutiii 
  ",,tt,"Trong anh là một ngàn là một ngàn nhân cách nãy vừa hú hét anh đẹp trai sang xịn kia thì lên truyền thông thấy ông chú vụng đáng yêu
  "
Ê nha quá là đẹp ấy ai đóng truyện vào đi để hoàng tử đi lạc như này à,,,Ê nha quá là đẹp ấy ai đóng truyện vào đi để hoàng tử đi lạc như này à
TÓC VUỐT CỠ NÀY THÌ SAO MÀ THỞ NỔII ĐÂYYYY,,,TÓC VUỐT CỠ NÀY THÌ SAO MÀ THỞ NỔII ĐÂYYYY
Trung bình nhân cách của những đứa mở mồm say gex,,,Trung bình nhân cách của những đứa mở mồm sẽ gay
Làm anti ATSH chắc mệt lắm đi đâu cũng phải nghe cái list 30 bài hit của ATSH,,ATSH,Làm anti Anh trai say hi chắc mệt lắm đi đâu cũng phải nghe cái danh sách 30 bài hit của anh trai say hi
Tổng hơn 50 bài á bà tính cả solo,,,Tổng hơn 50 bài á bà tính cả solo
Full có 4 tiếng trên ytb chắc nghe cả ngày mới hết,,ytb,Full có 4 tiếng trên youtube chắc nghe cả ngày mới hết
list nhạc Tết dọn nhà,,list,danh sách nhạc Tết dọn nhà
T nghĩ t hiểu lý do vì sao bọn xì trây an pha meo ghét S2 hơn CG Cơ bản là mặc cảm tự ti vì bên S2 nhiều thanh niên trẻ trung được nhiều fan nữ theo đuổi và hâm mộ nên trong tâm chúng nó vô tình xem dàn cast S2 là đối địch và sinh ra lòng đồ kỵ Còn bên CG có nhiều các chú các bác cũng ít fan nữ nào nhận là ny là chồng nên không mang tính đe dọa đến vị trí của tụi nó,"xì trây, an pha meo","CG, S2, t",Tao nghĩ tao hiểu lý do vì sao bọn trai thẳng đàn ông quyền lực ghét Say Hi hơn Chông Gai Cơ bản là mặc cảm tự ti vì bên Say Hi nhiều thanh niên trẻ trung được nhiều fan nữ theo đuổi và hâm mộ nên trong tâm chúng nó vô tình xem dàn cast Say Hi là đối địch và sinh ra lòng đồ kỵ Còn bên Chông Gai có nhiều các chú các bác cũng ít fan nữ nào nhận là người yêu là chồng nên không mang tính đe dọa đến vị trí của tụi nó
Cái joke say gex nó vô văn hoá mà thằng cha nhân viên VTV mở mồm khơi ra cái joke này thì cũng đủ biết trình độ văn hoá máng mương mà mấy đứa fan CG xài đi xài lại tưởng hay ho cá tính lắm,,"CG, VTV",Cái joke say gex nó vô văn hoá mà thằng cha nhân viên VTV mở mồm khơi ra cái joke này thì cũng đủ biết trình độ văn hoá máng mương mà mấy đứa fan Chông Gai xài đi xài lại tưởng hay ho cá tính lắm
Say gex là gì vay ae k biet thiet,,"ae, k",Say gex là gì vay anh em không biết thiệt
Trùng hợp là roommate t chuyên mở mồm cái joke say gex và chê show nhái nên mỗi lần về phòng thì bài trình t bật đầu tiên sau đó là list nhạc của show đi tắm t cũng bật mấy hôm sau thấy nó ngân nga KPKG,,KPKG,Trùng hợp là roommate tao chuyên mở mồm cái joke say gex và chê show nhái nên mỗi lần về phòng thì bài trình tao bật đầu tiên sau đó là list nhạc của show đi tắm tao cũng bật mấy hôm sau thấy nó ngân nga kim phút kim giờ
chiều t7 hôm có concert day3 t ra cafe ngồi làm việc xong 2 nhóm bên cạnh cũng ngồi nói xấu xong toxic này kia dm t bật max loa Ngạo Nghễ reply 2 lần 2 bên im ru,,"t, t7, dm",chiều thứ 7 hôm có concert day3 tao ra cafe ngồi làm việc xong 2 nhóm bên cạnh cũng ngồi nói xấu xong toxic này kia trời ơi tao bật loa to nhất Ngạo Nghễ trả lời 2 lần 2 bên im ru
À bữa tôi kể cho nghe group chat có thằng chơi game chung nó fan cg nó bảo anh trai say gex kiểu miệt thị ấy t nói đúng 1 câu nín thin CHẮC BÊN KIA TOÀN XÌ TRÂY Á,xì trây,"cg, t",À bữa tôi kể cho nghe group chat có thằng chơi game chung nó fan chông gai nó bảo anh trai say gex kiểu miệt thị ấy tao nói đúng 1 câu nín thin CHẮC BÊN KIA TOÀN trai thẳng Á
nghe nó nói xong t xịt keo liền,xịt keo,t,nghe nó nói xong tao cứng đơ liền
Má sv trường F đọc xong kbt nên trưng ra biểu cảm như nào nữa ncl trường e có một cái gr dành cho mọi cơ sở của fpt luôn chủ yếu là bàn về drama trường th có hơn 62k tv và trong đó có một nội quy là k được bàn về dr ngoài trường nma dạo này kể cả admin cũng bắt đầu cue sh vào quảng bá bên kia r nhiều lúc tưởng đi lạc vào động anti k á,,"sv, ncl, gr, e, kbt, th, dr, 62k, fpt",Má sinh viên trường đại học FPT đọc xong không biết nên trưng ra biểu cảm như nào nữa nói chung là trường em có một cái nhóm dành cho mọi cơ sở của đại học fpt luôn chủ yếu là bàn về drama trường tiểu học có hơn 62 nghìn thành viên và trong đó có một nội quy là không được bàn về vẻ ngoài trường nhưng mà dạo này kể cả admin cũng bắt đầu cue say hi vào  quảng bá bên kia rối nhiều lúc tưởng đi lạc vào động anti không á
Tính ra làm anti SH cũng mệt Lên yt trending music coi có nhạc nào hot thì toàn nhạc của SH lên các nền tảng âm nhạc cũng toàn nhạc SH đi cà phê cũng mở nhạc SH các trường đại học mời ATSH về diễn mấy show âm nhạc hot hot cũng mời ATSH event nhãn hàng cũng mời ATSH đi đâu cũng gặp nhạc SH Khổ quá cơ,,"ATSH, yt",Tính ra làm anti Say Hi cũng mệt Lên youtube trending music coi có nhạc nào hot thì toàn nhạc của Say Hi lên các nền tảng âm nhạc cũng toàn nhạc Say hi đi cà phê cũng mở nhạc Say Hi các trường đại học mời Anh trai Say Hi về diễn mấy show âm nhạc hot hot cũng mời Anh trai say hi event nhãn hàng cũng mời Anh trai say hi đi đâu cũng gặp nhạc Say hi Khổ quá cơ
T k xem 2ctr này nhưng nay đi cf cũng thấy mở nhạc chỉ là kb của ctr nào T thì cứ đeo tai nghe chill theo vinahouse thôi,,"t, k, kb, ctr, cf",Tao không xem 2 chương trình này nhưng nay đi cà phê cũng thấy mở nhạc chỉ là không biết của chương trình nào Tao thì cứ đeo tai nghe chill theo vinahouse thôi
t tâm đắc đến mức sẵn sàng in ra đóng khung,,t,tao tâm đắc đến mức sẵn sàng in ra đóng khung
Ê nhưng mà anti của 2 bên bình thường thì không nói Nhưng mà ra ngoài gào khóc lên kiểu như thằng trong câu chuyện ấy để làm gì trời Muốn thể hiện toi không thích show A và tôi bị ngu hả Tui không hiểu nổi á mấy bà đọc mà ngại online luôn,,,Ê nhưng mà anti của 2 bên bình thường thì không nói Nhưng mà ra ngoài gào khóc lên kiểu như thằng trong câu chuyện ấy để làm gì trời Muốn thể hiện toi không thích show A và tôi bị ngu hả Tui không hiểu nổi á mấy bà đọc mà ngại online luôn
t đã phải uncr ngay từ lúc crs t gáy say gex và tiếp tục lôi bạn nhà t ra để nó chê bai chửi bới,"uncr, crs","t, uncr, crs",tao đã phải từ bỏ tình cảm ngay từ lúc người thương tao gáy say gex và tiếp tục lôi bạn nhà tao ra để nó chê bai chửi bới
Crs k còn đẹp nữa đúng k,crs,"k, crs",Người thương không còn đẹp nữa đúng không
Giờ đi quán nào từ quán cf đến cửa hàng bán hoa quả còn mở nhạc Say Hi mở nguyên list Anti có cay đỏ mắt,,"y, cf",Giờ đi quán nào từ quán cà phê đến cửa hàng bán hoa quả còn mở nhạc Say Hi mở nguyên list Anti có cay đỏ mắt
Ê nãy mới chở mấy đứa nhỏ đi xem hang đá gần nhà vừa chạy ngang hang đá cái nghe Mình phải chia tay thật sao vọng ra từ quán trà sữa cóc,,,Ê nãy mới chở mấy đứa nhỏ đi xem hang đá gần nhà vừa chạy ngang hang đá cái nghe Mình phải chia tay thật sao vọng ra từ quán trà sữa cóc
Gặp em là em chỉ thẳng mặt cười hả hê sau đó tặng nó con,,,Gặp em là em chỉ thẳng mặt cười hả hê sau đó tặng nó con
thật á nay t đi mua quần áo sốp cũng mở mấy bài trong atsh còn hàng xóm t ngày nào cũng mở kiểu đi đâu cũng nghe í thích thậc sự,,"atsh, t",thật á nay tao đi mua quần áo sốp cũng mở mấy bài trong anh trai say hi còn hàng xóm tao ngày nào cũng mở kiểu đi đâu cũng nghe í thích thậc sự
Quán cỡ đó,,,Quán cỡ đó
Phải cho chúng nghe nhiều nhạc SH vào Tẩy não nó luôn để nó văn minh lên,,SH,Phải cho chúng nghe nhiều nhạc Say Hi vào Tẩy não nó luôn để nó văn minh lên
Ý là t k ở sg nma bữa lên q2 đi chỗ nào cũng bật nguyên playlist atsh mê,,"atsh, sg, t, k, sg, q2",Ý là tao không ở sài gòn nhưng mà bữa lên quận 2 đi chỗ nào cũng bật nguyên playlist anh trai say hi mê
Tặng con mấy em cho tâm mấy em sạch lại Lớn cỡ nào mà mỏ mồm ra chê show của nước nhà thì cũng chả là cái gì,,,Tặng con mấy em cho tâm mấy em sạch lại Lớn cỡ nào mà mỏ mồm ra chê show của nước nhà thì cũng chả là cái gì
nổi tiếng vậy á chứ bạn bè nt hỏng có chảnh ,chảnh,nt,nổi tiếng vậy á chứ bạn bè nhắn tin hỏng có bơ
An hồi đó có nhõng nhẽo kh ạ,,kh,An hồi đó có nhõng nhẽo không ạ
ít hơn bây giờ em ơi bây giờ làm càng,làm càng,,ít hơn bây giờ em ơi bây giờ làm càng
Bà chúa nhìu chiện,,,Bà chúa nhìu chiện
quậy thì hỏng quậy đâu pà c ơi nhưng hay làm trò kk,,c,quậy thì hỏng quậy đâu pà chị ơi nhưng hay làm trò kk
Bả chỉ im lúc mà bả ngủ gục thoi ah c,,c,Bả chỉ im lúc mà bả ngủ gục thoi à chị
Hong quậy nhưng nói nhìu nói k bao giờ là đủ,hong,k,Không quậy nhưng nói nhìu nói không bao giờ là đủ
Lâu lâu sẽ thông minh đột xuất,,,Lâu lâu sẽ thông minh đột xuất
được thầy cô cưng lắm,,,được thầy cô cưng lắm
trend này chị thắng oyyyy tóm lại nhỏ kia nó nhiều chuyện,oyyyy,,xu hướng này chị thắng rồi tóm lại nhỏ kia nó nhiều chuyện
Page rất lớn về bóng đá cũng up tin chúc mừng tuyển vs caption Vựơt CG nè Sĩ chưa,sĩ,"CG, vs",Page rất lớn về bóng đá cũng up tin chúc mừng tuyển với caption Vựơt Chông Gai nè sĩ diện chưa
Coi live góc ban công của a Tuấn Hưng chú PĐ Tùng vừa hát xong bài một vòng Việt Nam thì qua bóng đá thấy VN ghi bàn,,VN,Coi live góc ban công của a Tuấn Hưng chú Phan Đình Tùng vừa hát xong bài một vòng Việt Nam thì qua bóng đá thấy Việt Nam ghi bàn
Live này còn lưu lại không bà,,,Live này còn lưu lại không bà
Vẫn còn đó c c vô fb chú Tuấn Hưng có đó,,"fb, c",Vẫn còn đó chị chị vô facebook chú Tuấn Hưng có đó
ý là trc đó thua indo liên tiếp 3 trận đỉnh thì vl,vl,"vl, trc",ý là trước đó thua indo liên tiếp 3 trận đỉnh thì tài thật
Thật ra là trc đó thua đội hình toàn nhập tịch của Indo lần này thì k có nhập tịch toàn cầu thủ giải quốc nội của bọn nó thôi,,"trc, k",Thật ra là trước đó thua đội hình toàn nhập tịch của Indo lần này thì không có nhập tịch toàn cầu thủ giải quốc nội của bọn nó thôi
Vãi ò,vãi ò,,thật á 
Và cảm ơn pháp sư Duy Mạnh đã đốt vía cho Fillip Nguyễn,,,Và cảm ơn pháp sư Duy Mạnh đã đốt vía cho Fillip Nguyễn
Nãy cx thấy mấy ảnh ăn mừng đỉnh quá trời,,cx,Nãy cũng thấy mấy ảnh ăn mừng đỉnh quá trời
Sao chú Hiệp mặt vẫn hề thế,,,Sao chú Hiệp mặt vẫn hề thế
Bữa đứa nào chê tuyển VN đâu bảo thế nào cũng thua đá ở đâu cũng được Vả mặt chưa Tâm linh ko đùa được đâu Tôi yêu Việt Nam,,"VN, ko",Bữa đứa nào chê tuyển Việt Nam đâu bảo thế nào cũng thua đá ở đâu cũng được Vả mặt chưa Tâm linh không đùa được đâu Tôi yêu Việt Nam
Quá tuyệt hôm qua Niềm tin chiến thắng hôm nay các anh chia một nửa ở ban công chú Hưng có chú Tùng hát Một vòng Việt Nam một nửa đến xem cổ vũ ,,,Quá tuyệt hôm qua Niềm tin chiến thắng hôm nay các anh chia một nửa ở ban công chú Hưng có chú Tùng hát Một vòng Việt Nam một nửa đến xem cổ vũ 
Trời độ,,,Trời độ
Show nài nó tâm linh thì thôi rồi Từ đợt mới bắt đầu cho tới h luôn huhu Niềm Tin Chiến Thắng mãi đỉnh ConmeGai mãi đỉnh,ConmeGai,h,Show nài nó tâm linh thì thôi rồi Từ đợt mới bắt đầu cho tới giờ luôn huhu Niềm Tin Chiến Thắng mãi đỉnh Người tổ chức Chông gai mãi đỉnh
"em cx mới hỏi bố riel xong 
",,cx,"em cũng mới hỏi bố riel xong 
"
tâm linh vãi,vãi,,tâm linh thế
Ê ý là đu show có nhiều ông bô quá giờ nhắc đến bố ở nhà phải thêm hẳn chữ real dô,,,Ê ý là đu show có nhiều ông bô quá giờ nhắc đến bố ở nhà phải thêm hẳn chữ real dô
đúng,,,đúng
Ồn lên Phải ồn lên,,,Ồn lên Phải ồn lên
Yêu cầu các anh tài lần sau tiếp tục hát niềm tin ct trc mỗi trận ra quân của tuyển vn giúp em ạ,,"vn, ct, trc",Yêu cầu các anh tài lần sau tiếp tục hát niềm tin chiến thắng trước mỗi trận ra quân của tuyển Việt Nam giúp em ạ
PĐT vừa hát Một vòng Việt Nam ở Góc ban công thì ĐTVN ghi bàn luôn,,"PĐT, ĐTVN",Phan Đình Tùng vừa hát Một vòng Việt Nam ở Góc ban công thì Đội Tuyển Việt Nam ghi bàn luôn
Hôm qua zone t hô VIỆT NAM VÔ ĐỊCH TO LẮM NÈ,,t,Hôm qua zone tao hô VIỆT NAM VÔ ĐỊCH TO LẮM NÈ
Không bất ngờ vì show tâm linh đó giờ rồi,,,Không bất ngờ vì show tâm linh đó giờ rồi
Hôm qua xem được suộc bong đế giày của a cameraman là thấy vía lắm ruiinay thật sự là trộm víaaaa dã mannn í,,a,Hôm qua xem được suộc bong đế giày của anh cameraman là thấy vía lắm rùi này thật sự là trộm víaaaa dã mannn í
Quá đã,,,Quá đã
đã nói rồi show tâm linh lại còn đá ở đất tổ nữa mấy năm trước VN còn hầm Indo 30 trên sân đấy cơ thua là thua nnao,,"VN, Indo, nnao",đã nói rồi chương trình tâm linh lại còn đá ở đất tổ nữa mấy năm trước Việt Nam còn hầm Indonesia 30 trên sân đấy cơ thua là thua như nào
Tâm linh thật nha mấy má lúc Quang Hải đá trúng xà ngang thì bóng bật về đáng lẽ phải qua Tiến Linh mà nó lại lăn trúng cái chân trái của Quang Hải,,,Tâm linh thật nha mấy má lúc Quang Hải đá trúng xà ngang thì bóng bật về đáng lẽ phải qua Tiến Linh mà nó lại lăn trúng cái chân trái của Quang Hải
chỉ là những chiếc fancam siêu yêu vì Neko khoác tay anh Khôi tung tăng Jun kéo Neko lại gần Neko kéo Phúc lại gần Neko và Phúc dụi áo lông của anh Minh,,,chỉ là những chiếc fancam siêu yêu vì Neko khoác tay anh Khôi tung tăng Jun kéo Neko lại gần Neko kéo Phúc lại gần Neko và Phúc dụi áo lông của anh Minh
tính ra mún bênh étti là trẻ lắm đẹp trai tươi như hoa ko phải ông chú mà trông ảnh mèo chụp ông bô cứ lam lũ kiểu gì nên cũng im,,ko,tính ra mún bênh étti là trẻ lắm đẹp trai tươi như hoa không phải ông chú mà trông ảnh mèo chụp ông bô cứ lam lũ kiểu gì nên cũng im
"anh chồng tài phiệt và cô vợ tập tạ
",,,"anh chồng tài phiệt và cô vợ tập tạ
"
hôn nhân hợp đồng vì lúc trao nhẫn ông trời đánh cái đùng phản đối,,,hôn nhân hợp đồng vì lúc trao nhẫn ông trời đánh cái đùng phản đối
Một buổi hẹn hò lạ loz nhất mà bạn từng gặp,loz,loz,"Một buổi hẹn hò lạ lùng nhất mà bạn từng gặp
  "
