Text ,Slang,Abbreviations,Text meaning
có ai sắp sinh nhật 0 ạ ước cho em nnay với hiệu nghiệm em nguyện chia cho ng đó nửa tháng lương đầu,,0 nnay ng,có ai sắp sinh nhật không ạ ước cho em nnay với hiệu nghiệm em nguyện chia cho người đó nửa tháng lương đầu
bà chắc chưa tui kh cần sn tui cũng mnf cho bà liền nè,,sn mnf kh,bà chắc chưa tui không cần sinh nhật tui cũng ước cho bà liền nè
liềng luôn sốp ơi,sốp,,liền luôn bạn ơi
từ kinh nghiệm của tui thấy khi đạt đc điều này bác sẽ còn muốn nhiều thứ khác nữa áp lực hơn nữa chứ chưa dừng lại đâu,,dc,từ kinh nghiệm của tui thấy khi đạt được điều này bác sẽ còn muốn nhiều thứ khác nữa áp lực hơn nữa chứ chưa dừng lại đâu
cầu nguyện cho bảnh nữa đi,bảnh,,cầu nguyện cho mình nữa đi
đâu ai đánh thuế giấc mơ đâu,,,đâu ai đánh thuế giấc mơ đâu
2 vấn đề của tôi,,,2 vấn đề của tôi
không chịu ngủ,,,không chịu ngủ
ngủ rồi không chịu dậy,,,ngủ rồi không chịu dậy
nếu có kiếp sau con vẫn muốn làm con của mẹ,,,nếu có kiếp sau con vẫn muốn làm con của mẹ
hai người bố,,,hai người bố
mình biết mình mới được 3 nghìn người trên thread like mình tự hào,,,mình biết mình mới được 3 nghìn người trên thread like mình tự hào
ê nha atvncg,,atvncg,ê nha anh rai vượt ngàn chông gai
nè he chưa nhắc gì ai đừng vào giãy nảy lên t thấy đứa nào nhà bên vô toxic là t tiễn vong hết đó,tiễn vong,t,nè he chưa nhắc gì ai đừng vào giãy nảy lên tao thấy đứa nào nhà bên vô toxic là tao cho ra đảo hết đó
phát ngôn k suy nghĩ coi thường khán giả,,k,phát ngôn không suy nghĩ coi thường khán giả
sao anh này nói câu không có bánh cuốn hơi thiếu tỉnh bơ z nè ảnh diễn hay ảnh không biết vụ kia vậy ạ,,z,sao anh này nói câu không có bánh cuốn hơi thiếu tỉnh bơ vậy nè ảnh diễn hay ảnh không biết vụ kia vậy ạ
cái video này phải viral lên cơ mà tôi thắc mắc ko biết ảnh vô tình hay troll ta tại bình thường ảnh đứng ngoài mấy zụ này mà,,ko zụ,cái video này phải xu hướng lên cơ mà tôi thắc mắc không biết ảnh vô tình hay chơi khăm ta tại bình thường ảnh đứng ngoài mấy vụ này mà
mọi người ơi em có 1 câu hỏi thật sự là em không biết thật nên ai biết có thể giải thích cho em vụ bánh cuốn là sao ạ,,,mọi người ơi em có 1 câu hỏi thật sự là em không biết thật nên ai biết có thể giải thích cho em vụ bánh cuốn là sao ạ
1 phòng xvip là 115 tháng lương của ảnh rồi ý đúng cắn răng cắn cỏ,,,1 phòng xvip là 115 tháng lương của ảnh rồi ý đúng cắn răng cắn cỏ
ê thề khlq nma có nhất thiết bạn phải đăng lên như này r gây war k ạ a độ ghét nhất mấy kiểu này bạn làm như này chỉ khiến lần sau anh độ có chuyện gì sẽ k kể cho kênh chat nữa thoi biết là nó cũng chả có gì nma bạn đăng lên như này đúng là gây war cộng đồng vch và nó xấu vcl bạn ạ đừng nghĩ vậy là hay nhé,vcl vch gây war,k nma khlq r,ê thề không liên quan nhưng mà có nhất thiết bạn phải đăng lên như này rồi gây chiến không ạ a độ ghét nhất mấy kiểu này bạn làm như này chỉ khiến lần sau anh độ có chuyện gì sẽ không kể cho kênh chat nữa thoi biết là nó cũng chả có gì nhưng mà bạn đăng lên như này đúng là gây chiến cộng đồng quá  và nó xấu khiếp bạn ạ đừng nghĩ vậy là hay nhé
ê ảnh thích ăn bánh cuốn cao bằng mẹ lý thôi nên ko có ảnh buồn á,,ko,ê anh thích ăn bánh cuốn cao bằng mẹ lý thôi nên không có anh buồn á
cơ mà bọn nhái cũng hài thay vì chúng nó thất vọng chính cái tệ của bên chúng nó thì nó lại thất vọng ông độ vì đã nói đúng đúng nhái,,,cơ mà bọn nhái cũng hài thay vì chúng nó thất vọng chính cái tệ của bên chúng nó thì nó lại thất vọng ông độ vì đã nói đúng đúng nhái
đừng có lôi ông độ vào ổng luôn nói rằng bản thân khó chịu vì thường xuyên bị nhắc tên trong những câu chuyện không liên quan ổng nhắc bánh cuốn vì mẹ lý thường có thói quen làm bánh cuốn cho ổng ăn món đó gắn liền với ổng từ lâu rồi lôi cho lắm vào đến lúc bị chỉ mặt thẳng tên trên group thì lo mà nghe chửi,,,đừng có lôi ông độ vào ổng luôn nói rằng bản thân khó chịu vì thường xuyên bị nhắc tên trong những câu chuyện không liên quan ổng nhắc bánh cuốn vì mẹ lý thường có thói quen làm bánh cuốn cho ổng ăn món đó gắn liền với ổng từ lâu rồi lôi cho lắm vào đến lúc bị chỉ mặt thẳng tên trên group thì lo mà nghe chửi
manifest anh độ tham gia mùa 2,,,manifest anh độ tham gia mùa 2
khoan sao anh này bảo lương 7 chiệu tiền đâu mua xvip 80 chiệu,chiệu,,khoan sao anh này bảo lương 7 chiệu tiền đâu mua xvip 80 triệu
ko có cả pickle ball cơ,,ko,không có cả pickle ball cơ
ê nha,,,ê nha
tụi em nhắc anh,,,tụi em nhắc anh
thồi nha,thồi,,thôi nha
vụ bánh cuốn là vụ gì vậy mng,,mng,vụ bánh cuốn là vụ gì vậy mọi người
phòng 20tr nhà bên,,20tr,phòng 20 triệu nhà bên
ê,,,ê
ê đặc sản hn đó,,hn,ê đặc sản hà nội đó
phải là bánh cuốn,,,phải là bánh cuốn
người cao bằng nhất định phải bánh cuốn,,,người cao bằng nhất định phải bánh cuốn
ê bọn m đừng mang anh t lên đây nhiều được k ý là cứ sao sao á đừng có nhét chữ vào mồm anh tao nữa đừng có vẽ nữa bây ơi có đứa k biết lại vào mắng anh tao,,m t k ,ê bọn mày đừng mang anh tao lên đây nhiều được không ý là cứ sao sao á đừng có nhét chữ vào mồm anh tao nữa đừng có vẽ nữa bây ơi có đứa không biết lại vào mắng anh tao
lọc được quả suộc buồn cười quá,quả suộc,,lọc được quả nguồn buồn cười quá
có bạn gai con này phát quà cho bất cứ ai đọc đúng slogan của kim chủ tcb cute v,gai con kim chủ,tcb,có bạn hâm mộ chông gai này phát quà cho bất cứ ai đọc đúng slogan của người có năng lực tài chính techcombank đáng yêu vậy
concert atvncg 2024,,atvncg,concert anh trai vượt ngàn chông gai 2024
lần nào đi concert t cũng làm rơi khăn đhs day 1 rơi khăn phong lan của a sơn day 2 rơi khăn cá lớn ckp với sao sáng tc mọe lỡ mà đi day 3 là phải chuẩn bị 3 cái khăn để rơi à,mọe, ckp tc t a,lần nào đi concert tao cũng làm rơi khăn đéo hiểu sao day 1 rơi khăn phong lan của anh sơn day 2 rơi khăn cá lớn chiếc khăn piêu với sao sáng tc nếu lỡ mà đi day 3 là phải chuẩn bị 3 cái khăn để rơi à
vãi mng chưa ăn bánh cốm àk ăn đi mng ơi để bữa nữa hết hạn bi zờ,bi zờ vãi,mng,vãi mọi người chưa ăn bánh cốm à ăn đi mọi người ơi để bữa nữa hết hạn bây giờ
có gì khó đâu chứ,,,có gì khó đâu chứ
hình gốc đây đúng 0 chú guộc,guộc,0,hình gốc đây đúng không chú ruột
hoàng hôn nắng vàng nhưng không vắng chàng,,,hoàng hôn nắng vàng nhưng không vắng chàng
kết quả câu này ra 0 đúng k,,k,kết quả câu này ra 0 đúng không
ủa ê rồi icon là cái gì nữa là sao nữa người ta đồn chăn rau có sai đâu,chăn rau,,ủa ê rồi biểu tượng là cái gì nữa là sao nữa người ta đồn săn trai có sai đâu
chắc hai ảnh sắp nhuộm tóc cho tết á chứ hong phải chăn rau đâu,chăn rau,,chắc hai ảnh sắp nhuộm tóc cho tết á chứ hong phải săn trai đâu
bác nông dân đang chăn rau cho mùa vụ sắp tới,,,bác nông dân đang chăn rau cho mùa vụ sắp tới
chú để cháu mảng này cháu lo được,,,chú để cháu mảng này cháu lo được
sao chú lại chọn icon mặt nâu cho a dương,,a,sao chú lại chọn icon mặt nâu cho anh dương
em bé có làn da nâu nâu khoẻ nâu đẹp,,,em bé có làn da nâu nâu khoẻ nâu đẹp
dỗiiiii,,,dỗiiiii
hai đứa yêu nhau chụm 2 mái đầu,,,hai đứa yêu nhau chụm 2 mái đầu
2 sếp ơi mini live đi ạ nhớ quá ạ,,,2 sếp ơi mini live đi ạ nhớ quá ạ
cute đin lun á bồ oiiii,bồ,đin lun,dễ thương điên luôn á bạn ơi
bồ t xinh lắm xinh hơn hẳn con bồ cũ,,t,bồ tao xinh lắm xinh hơn hẳn con bồ cũ
chú t có một trang trại nuôi chim bồ câu,,t,chú tao có một trang trại nuôi chim bồ câu
đến cái bóng cũng size gap tôi yêu,size gap,,đến cái bóng cũng khoảng cách về độ lớn tôi yêu
hình đẹp quá rất bóng bẩy,,,hình đẹp quá rất bóng bẩy
cooi cmt mà ê ê ê ê,,cmt,coi bình luận mà ê ê ê ê
ảnh thì tình còn cap thì chạm,,,ảnh thì tình còn tiêu đề thì chạm
iêuu nhỷ,iêuu nhỷ,,yêu nhỉ
đả hen đả hen,đả hen,,đã quá đã quá
hồng hài nhi này ngon cọng tươi,hồng hài nhi cọng tươi,,thằng bé này nhìn ngon nhìn cuốn hút
đến cái bóng cũng đẹp trai ý,,,đến cái bóng cũng đẹp trai ý
icon này ý là em luôn trẻ đẹp trong mắt anh ạ,,,icon này ý là em luôn trẻ đẹp trong mắt anh ạ
bất ngờ wá,,wá,bất ngờ quá
bảo sao lần nào gặp anh ta cũm thấy thơm phứk,,,bảo sao lần nào gặp anh ta cũm thấy thơm phức
"trong anh là một ngàn là một ngàn nhân cách nãy vừa hú hét anh đẹp trai sang xịn kia thì lên tt thấy ông chú vụng cutiii 
  ",,tt,"trong anh là một ngàn là một ngàn nhân cách nãy vừa hú hét anh đẹp trai sang xịn kia thì lên truyền thông thấy ông chú vụng đáng yêu
  "
ê nha quá là đẹp ấy ai đóng truyện vào đi để hoàng tử đi lạc như này à,,,ê nha quá là đẹp ấy ai đóng truyện vào đi để hoàng tử đi lạc như này à
tóc vuốt cỡ này thì sao mà thở nổii đâyyyy,,,tóc vuốt cỡ này thì sao mà thở nổii đâyyyy
trung bình nhân cách của những đứa mở mồm say gex,,,trung bình nhân cách của những đứa mở mồm sẽ gay
làm anti atsh chắc mệt lắm đi đâu cũng phải nghe cái list 30 bài hit của atsh,,atsh,làm anti anh trai say hi chắc mệt lắm đi đâu cũng phải nghe cái danh sách 30 bài hit của anh trai say hi
tổng hơn 50 bài á bà tính cả solo,,,tổng hơn 50 bài á bà tính cả solo
full có 4 tiếng trên ytb chắc nghe cả ngày mới hết,,ytb,full có 4 tiếng trên youtube chắc nghe cả ngày mới hết
list nhạc tết dọn nhà,,list,danh sách nhạc tết dọn nhà
t nghĩ t hiểu lý do vì sao bọn xì trây an pha meo ghét s2 hơn cg cơ bản là mặc cảm tự ti vì bên s2 nhiều thanh niên trẻ trung được nhiều fan nữ theo đuổi và hâm mộ nên trong tâm chúng nó vô tình xem dàn cast s2 là đối địch và sinh ra lòng đồ kỵ còn bên cg có nhiều các chú các bác cũng ít fan nữ nào nhận là ny là chồng nên không mang tính đe dọa đến vị trí của tụi nó,xì trây an pha meo,cg s2 t,tao nghĩ tao hiểu lý do vì sao bọn trai thẳng đàn ông quyền lực ghét say hi hơn chông gai cơ bản là mặc cảm tự ti vì bên say hi nhiều thanh niên trẻ trung được nhiều fan nữ theo đuổi và hâm mộ nên trong tâm chúng nó vô tình xem dàn cast say hi là đối địch và sinh ra lòng đồ kỵ còn bên chông gai có nhiều các chú các bác cũng ít fan nữ nào nhận là người yêu là chồng nên không mang tính đe dọa đến vị trí của tụi nó
cái joke say gex nó vô văn hoá mà thằng cha nhân viên vtv mở mồm khơi ra cái joke này thì cũng đủ biết trình độ văn hoá máng mương mà mấy đứa fan cg xài đi xài lại tưởng hay ho cá tính lắm,,cg vtv,cái joke say gex nó vô văn hoá mà thằng cha nhân viên vtv mở mồm khơi ra cái joke này thì cũng đủ biết trình độ văn hoá máng mương mà mấy đứa fan chông gai xài đi xài lại tưởng hay ho cá tính lắm
say gex là gì vay ae k biet thiet,,ae k,say gex là gì vay anh em không biết thiệt
trùng hợp là roommate t chuyên mở mồm cái joke say gex và chê show nhái nên mỗi lần về phòng thì bài trình t bật đầu tiên sau đó là list nhạc của show đi tắm t cũng bật mấy hôm sau thấy nó ngân nga kpkg,,kpkg,trùng hợp là roommate tao chuyên mở mồm cái joke say gex và chê show nhái nên mỗi lần về phòng thì bài trình tao bật đầu tiên sau đó là list nhạc của show đi tắm tao cũng bật mấy hôm sau thấy nó ngân nga kim phút kim giờ
chiều t7 hôm có concert day3 t ra cafe ngồi làm việc xong 2 nhóm bên cạnh cũng ngồi nói xấu xong toxic này kia dm t bật max loa ngạo nghễ reply 2 lần 2 bên im ru,,t t7 dm,chiều thứ 7 hôm có concert day3 tao ra cafe ngồi làm việc xong 2 nhóm bên cạnh cũng ngồi nói xấu xong toxic này kia trời ơi tao bật loa to nhất ngạo nghễ trả lời 2 lần 2 bên im ru
à bữa tôi kể cho nghe group chat có thằng chơi game chung nó fan cg nó bảo anh trai say gex kiểu miệt thị ấy t nói đúng 1 câu nín thin chắc bên kia toàn xì trây á,xì trây,cg t,à bữa tôi kể cho nghe group chat có thằng chơi game chung nó fan chông gai nó bảo anh trai say gex kiểu miệt thị ấy tao nói đúng 1 câu nín thin chắc bên kia toàn trai thẳng á
nghe nó nói xong t xịt keo liền,xịt keo,t,nghe nó nói xong tao cứng đơ liền
má sv trường f đọc xong kbt nên trưng ra biểu cảm như nào nữa ncl trường e có một cái gr dành cho mọi cơ sở của fpt luôn chủ yếu là bàn về drama trường th có hơn 62k tv và trong đó có một nội quy là k được bàn về dr ngoài trường nma dạo này kể cả admin cũng bắt đầu cue sh vào quảng bá bên kia r nhiều lúc tưởng đi lạc vào động anti k á,,sv ncl gr e kbt th dr 62k fpt,má sinh viên trường đại học fpt đọc xong không biết nên trưng ra biểu cảm như nào nữa nói chung là trường em có một cái nhóm dành cho mọi cơ sở của đại học fpt luôn chủ yếu là bàn về drama trường tiểu học có hơn 62 nghìn thành viên và trong đó có một nội quy là không được bàn về vẻ ngoài trường nhưng mà dạo này kể cả admin cũng bắt đầu cue say hi vào  quảng bá bên kia rối nhiều lúc tưởng đi lạc vào động anti không á
tính ra làm anti sh cũng mệt lên yt trending music coi có nhạc nào hot thì toàn nhạc của sh lên các nền tảng âm nhạc cũng toàn nhạc sh đi cà phê cũng mở nhạc sh các trường đại học mời atsh về diễn mấy show âm nhạc hot hot cũng mời atsh event nhãn hàng cũng mời atsh đi đâu cũng gặp nhạc sh khổ quá cơ,,atsh yt,tính ra làm anti say hi cũng mệt lên youtube trending music coi có nhạc nào hot thì toàn nhạc của say hi lên các nền tảng âm nhạc cũng toàn nhạc say hi đi cà phê cũng mở nhạc say hi các trường đại học mời anh trai say hi về diễn mấy show âm nhạc hot hot cũng mời anh trai say hi event nhãn hàng cũng mời anh trai say hi đi đâu cũng gặp nhạc say hi khổ quá cơ
t k xem 2ctr này nhưng nay đi cf cũng thấy mở nhạc chỉ là kb của ctr nào t thì cứ đeo tai nghe chill theo vinahouse thôi,,t k kb ctr cf,tao không xem 2 chương trình này nhưng nay đi cà phê cũng thấy mở nhạc chỉ là không biết của chương trình nào tao thì cứ đeo tai nghe chill theo vinahouse thôi
t tâm đắc đến mức sẵn sàng in ra đóng khung,,t,tao tâm đắc đến mức sẵn sàng in ra đóng khung
ê nhưng mà anti của 2 bên bình thường thì không nói nhưng mà ra ngoài gào khóc lên kiểu như thằng trong câu chuyện ấy để làm gì trời muốn thể hiện toi không thích show a và tôi bị ngu hả tui không hiểu nổi á mấy bà đọc mà ngại online luôn,,,ê nhưng mà anti của 2 bên bình thường thì không nói nhưng mà ra ngoài gào khóc lên kiểu như thằng trong câu chuyện ấy để làm gì trời muốn thể hiện toi không thích show a và tôi bị ngu hả tui không hiểu nổi á mấy bà đọc mà ngại online luôn
t đã phải uncr ngay từ lúc crs t gáy say gex và tiếp tục lôi bạn nhà t ra để nó chê bai chửi bới,uncr crs,t uncr crs,tao đã phải từ bỏ tình cảm ngay từ lúc người thương tao gáy say gex và tiếp tục lôi bạn nhà tao ra để nó chê bai chửi bới
crs k còn đẹp nữa đúng k,crs,k crs,người thương không còn đẹp nữa đúng không
giờ đi quán nào từ quán cf đến cửa hàng bán hoa quả còn mở nhạc say hi mở nguyên list anti có cay đỏ mắt,,y cf,giờ đi quán nào từ quán cà phê đến cửa hàng bán hoa quả còn mở nhạc say hi mở nguyên list anti có cay đỏ mắt
ê nãy mới chở mấy đứa nhỏ đi xem hang đá gần nhà vừa chạy ngang hang đá cái nghe mình phải chia tay thật sao vọng ra từ quán trà sữa cóc,,,ê nãy mới chở mấy đứa nhỏ đi xem hang đá gần nhà vừa chạy ngang hang đá cái nghe mình phải chia tay thật sao vọng ra từ quán trà sữa cóc
gặp em là em chỉ thẳng mặt cười hả hê sau đó tặng nó con,,,gặp em là em chỉ thẳng mặt cười hả hê sau đó tặng nó con
thật á nay t đi mua quần áo sốp cũng mở mấy bài trong atsh còn hàng xóm t ngày nào cũng mở kiểu đi đâu cũng nghe í thích thậc sự,,atsh t,thật á nay tao đi mua quần áo sốp cũng mở mấy bài trong anh trai say hi còn hàng xóm tao ngày nào cũng mở kiểu đi đâu cũng nghe í thích thậc sự
quán cỡ đó,,,quán cỡ đó
phải cho chúng nghe nhiều nhạc sh vào tẩy não nó luôn để nó văn minh lên,,sh,phải cho chúng nghe nhiều nhạc say hi vào tẩy não nó luôn để nó văn minh lên
ý là t k ở sg nma bữa lên q2 đi chỗ nào cũng bật nguyên playlist atsh mê,,atsh sg t k sg q2,ý là tao không ở sài gòn nhưng mà bữa lên quận 2 đi chỗ nào cũng bật nguyên playlist anh trai say hi mê
tặng con mấy em cho tâm mấy em sạch lại lớn cỡ nào mà mỏ mồm ra chê show của nước nhà thì cũng chả là cái gì,,,tặng con mấy em cho tâm mấy em sạch lại lớn cỡ nào mà mỏ mồm ra chê show của nước nhà thì cũng chả là cái gì
nổi tiếng vậy á chứ bạn bè nt hỏng có chảnh ,chảnh,nt,nổi tiếng vậy á chứ bạn bè nhắn tin hỏng có bơ
an hồi đó có nhõng nhẽo kh ạ,,kh,an hồi đó có nhõng nhẽo không ạ
ít hơn bây giờ em ơi bây giờ làm càng,làm càng,,ít hơn bây giờ em ơi bây giờ làm càng
bà chúa nhìu chiện,,,bà chúa nhìu chiện
quậy thì hỏng quậy đâu pà c ơi nhưng hay làm trò kk,,c,quậy thì hỏng quậy đâu pà chị ơi nhưng hay làm trò kk
bả chỉ im lúc mà bả ngủ gục thoi ah c,,c,bả chỉ im lúc mà bả ngủ gục thoi à chị
hong quậy nhưng nói nhìu nói k bao giờ là đủ,hong,k,không quậy nhưng nói nhìu nói không bao giờ là đủ
lâu lâu sẽ thông minh đột xuất,,,lâu lâu sẽ thông minh đột xuất
được thầy cô cưng lắm,,,được thầy cô cưng lắm
trend này chị thắng oyyyy tóm lại nhỏ kia nó nhiều chuyện,oyyyy,,xu hướng này chị thắng rồi tóm lại nhỏ kia nó nhiều chuyện
page rất lớn về bóng đá cũng up tin chúc mừng tuyển vs caption vựơt cg nè sĩ chưa,sĩ,cg vs,page rất lớn về bóng đá cũng up tin chúc mừng tuyển với caption vựơt chông gai nè sĩ diện chưa
coi live góc ban công của a tuấn hưng chú pđ tùng vừa hát xong bài một vòng việt nam thì qua bóng đá thấy vn ghi bàn,,vn,coi live góc ban công của a tuấn hưng chú phan đình tùng vừa hát xong bài một vòng việt nam thì qua bóng đá thấy việt nam ghi bàn
live này còn lưu lại không bà,,,live này còn lưu lại không bà
vẫn còn đó c c vô fb chú tuấn hưng có đó,,fb c,vẫn còn đó chị chị vô facebook chú tuấn hưng có đó
ý là trc đó thua indo liên tiếp 3 trận đỉnh thì vl,vl,vl trc,ý là trước đó thua indo liên tiếp 3 trận đỉnh thì tài thật
thật ra là trc đó thua đội hình toàn nhập tịch của indo lần này thì k có nhập tịch toàn cầu thủ giải quốc nội của bọn nó thôi,,trc k,thật ra là trước đó thua đội hình toàn nhập tịch của indo lần này thì không có nhập tịch toàn cầu thủ giải quốc nội của bọn nó thôi
vãi ò,vãi ò,,thật á 
và cảm ơn pháp sư duy mạnh đã đốt vía cho fillip nguyễn,,,và cảm ơn pháp sư duy mạnh đã đốt vía cho fillip nguyễn
nãy cx thấy mấy ảnh ăn mừng đỉnh quá trời,,cx,nãy cũng thấy mấy ảnh ăn mừng đỉnh quá trời
sao chú hiệp mặt vẫn hề thế,,,sao chú hiệp mặt vẫn hề thế
bữa đứa nào chê tuyển vn đâu bảo thế nào cũng thua đá ở đâu cũng được vả mặt chưa tâm linh ko đùa được đâu tôi yêu việt nam,,vn ko,bữa đứa nào chê tuyển việt nam đâu bảo thế nào cũng thua đá ở đâu cũng được vả mặt chưa tâm linh không đùa được đâu tôi yêu việt nam
quá tuyệt hôm qua niềm tin chiến thắng hôm nay các anh chia một nửa ở ban công chú hưng có chú tùng hát một vòng việt nam một nửa đến xem cổ vũ ,,,quá tuyệt hôm qua niềm tin chiến thắng hôm nay các anh chia một nửa ở ban công chú hưng có chú tùng hát một vòng việt nam một nửa đến xem cổ vũ 
trời độ,,,trời độ
show nài nó tâm linh thì thôi rồi từ đợt mới bắt đầu cho tới h luôn huhu niềm tin chiến thắng mãi đỉnh conmegai mãi đỉnh,conmegai,h,show nài nó tâm linh thì thôi rồi từ đợt mới bắt đầu cho tới giờ luôn huhu niềm tin chiến thắng mãi đỉnh người tổ chức chông gai mãi đỉnh
"em cx mới hỏi bố riel xong 
",,cx,"em cũng mới hỏi bố riel xong 
"
tâm linh vãi,vãi,,tâm linh thế
ê ý là đu show có nhiều ông bô quá giờ nhắc đến bố ở nhà phải thêm hẳn chữ real dô,,,ê ý là đu show có nhiều ông bô quá giờ nhắc đến bố ở nhà phải thêm hẳn chữ real dô
đúng,,,đúng
ồn lên phải ồn lên,,,ồn lên phải ồn lên
yêu cầu các anh tài lần sau tiếp tục hát niềm tin ct trc mỗi trận ra quân của tuyển vn giúp em ạ,,vn ct trc,yêu cầu các anh tài lần sau tiếp tục hát niềm tin chiến thắng trước mỗi trận ra quân của tuyển việt nam giúp em ạ
pđt vừa hát một vòng việt nam ở góc ban công thì đtvn ghi bàn luôn,,pđt đtvn,phan đình tùng vừa hát một vòng việt nam ở góc ban công thì đội tuyển việt nam ghi bàn luôn
hôm qua zone t hô việt nam vô địch to lắm nè,,t,hôm qua zone tao hô việt nam vô địch to lắm nè
không bất ngờ vì show tâm linh đó giờ rồi,,,không bất ngờ vì show tâm linh đó giờ rồi
hôm qua xem được suộc bong đế giày của a cameraman là thấy vía lắm ruiinay thật sự là trộm víaaaa dã mannn í,,a,hôm qua xem được suộc bong đế giày của anh cameraman là thấy vía lắm rùi này thật sự là trộm víaaaa dã mannn í
quá đã,,,quá đã
đã nói rồi show tâm linh lại còn đá ở đất tổ nữa mấy năm trước vn còn hầm indo 30 trên sân đấy cơ thua là thua nnao,,vn indo nnao,đã nói rồi chương trình tâm linh lại còn đá ở đất tổ nữa mấy năm trước việt nam còn hầm indonesia 30 trên sân đấy cơ thua là thua như nào
tâm linh thật nha mấy má lúc quang hải đá trúng xà ngang thì bóng bật về đáng lẽ phải qua tiến linh mà nó lại lăn trúng cái chân trái của quang hải,,,tâm linh thật nha mấy má lúc quang hải đá trúng xà ngang thì bóng bật về đáng lẽ phải qua tiến linh mà nó lại lăn trúng cái chân trái của quang hải
chỉ là những chiếc fancam siêu yêu vì neko khoác tay anh khôi tung tăng jun kéo neko lại gần neko kéo phúc lại gần neko và phúc dụi áo lông của anh minh,,,chỉ là những chiếc fancam siêu yêu vì neko khoác tay anh khôi tung tăng jun kéo neko lại gần neko kéo phúc lại gần neko và phúc dụi áo lông của anh minh
tính ra mún bênh étti là trẻ lắm đẹp trai tươi như hoa ko phải ông chú mà trông ảnh mèo chụp ông bô cứ lam lũ kiểu gì nên cũng im,,ko,tính ra mún bênh étti là trẻ lắm đẹp trai tươi như hoa không phải ông chú mà trông ảnh mèo chụp ông bô cứ lam lũ kiểu gì nên cũng im
"anh chồng tài phiệt và cô vợ tập tạ
",,,"anh chồng tài phiệt và cô vợ tập tạ
"
hôn nhân hợp đồng vì lúc trao nhẫn ông trời đánh cái đùng phản đối,,,hôn nhân hợp đồng vì lúc trao nhẫn ông trời đánh cái đùng phản đối
một buổi hẹn hò lạ loz nhất mà bạn từng gặp,loz,loz,"một buổi hẹn hò lạ lùng nhất mà bạn từng gặp
  "
 mình trước mình match vs anh kia đc cỡ 3 ngày tính mình k thích nchuyen trên mạng nhiều mình thích gặp nhau có j vìa bye luôn đỡ tốn thời gian tìm hiểu cái mình hẹn ảnh ra gặp mình mà ảnh còn rủ qua nhà nấu ăn nửa nên mình nghỉ là đuma quá đã chuyến này chắc nấu ăn xong là bôn lành thiệt r ảnh gửi t địa chỉ là 1050 lvl nhà bè mà lạ loz là ảnh nói ảnh ở chung cư t chạy tới đéo thấy cái chung cư nào tụi bây t hơi hoảng,loz,lvl j vs t r loz đc,mình trước mình match với anh kia được cỡ 3 ngày tính mình không thích nchuyen trên mạng nhiều mình thích gặp nhau có gì vìa bye luôn đỡ tốn thời gian tìm hiểu cái mình hẹn ảnh ra gặp mình mà ảnh còn rủ qua nhà nấu ăn nửa nên mình nghỉ là đuma quá đã chuyến này chắc nấu ăn xong là bôn lành thiệt rồi ảnh gửi tao địa chỉ là 1050 lê văn lương nhà bè mà lạ lùng là ảnh nói ảnh ở chung cư tao chạy tới đéo thấy cái chung cư nào tụi bây tao hơi hoảng
xong t nhắn ảnh xún rước cái tự nhiên ảnh kiu t mua hộp chân gà bên cái xe đối diện đường khúc này t thấy kì kì má t bảo là ủa lát mình nấu ăn mà mua chân gà chi ảnh bảo là ăn dặm đỡ đói nhưng mà trời độ t đéo có tiền mặt bây ơi dứ t cũng hơi có linh cảm k lành nên t bảo thôi em không mua đâu anh xún rước em lẹ đi t nhắn xong t thấy bà bot bán chân gà bấm điện thoại lia lịa bả dừa bấm là tin nhắn của ảnh tới,,t k,xong tao nhắn ảnh xuống rước cái tự nhiên ảnh kêu tao mua hộp chân gà bên cái xe đối diện đường khúc này tao thấy kì kì má tao bảo là ủa lát mình nấu ăn mà mua chân gà chi ảnh bảo là ăn dặm đỡ đói nhưng mà trời độ tao đéo có tiền mặt bây ơi dứ tao cũng hơi có linh cảm không lành nên tao bảo thôi em không mua đâu anh xún rước em lẹ đi tao nhắn xong tao thấy bà bot bán chân gà bấm điện thoại lia lịa bả dừa bấm là tin nhắn của ảnh tới
 đoạn tin nhắn khiến tôi nhớ mãi em về đi anh thấy em mập hơn trên hình á chắc mình k hợp lúc đó t biết là t xém bị cđ bán chân gà ế up sale rồi đó,,t k cđ, đoạn tin nhắn khiến tôi nhớ mãi em về đi anh thấy em mập hơn trên hình á chắc mình không hợp lúc đó tao biết là tao xém bị con đĩ bán chân gà ế giảm giá mạnh rồi đó
t cũng đâu mặp lắm đâu,,t,tao cũng đâu mặp lắm đâu
ê mng thử tưởng tượng nó rủ 10 đứa qua đi là nó sale đc 10 hộp chân gà r đó má phẻ ge,,r đc,ê mọi người thử tưởng tượng nó rủ 10 đứa qua đi là nó giảm giá đc 10 hộp chân gà rồi đó má phẻ ge
oải oải,,,oải oải
một cô gái rất chủ động,,,một cô gái rất chủ động
clm ác v á hã,clm,clm v,ôi thật sự ác vậy á hả
đọc xả street,street,,đọc xả stress
có kinh nghiệm bán hàng luôn,,,có kinh nghiệm bán hàng luôn
ý là 2 đực hẹn hò nhau à,,,ý là 2 đực hẹn hò nhau à
muốn bôn lành gặp anh,bôn lành,,muốn thật nhanh gặp anh
